music_id,track_id,danceability,energy,key,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo
365,365,72,76,11,minor,28,24,0,42,59,77
366,366,75,25,11,minor,26,78,0,11,18,140
367,367,65,95,1,major,5,31,0,92,72,158
368,368,75,65,7,major,32,15,0,11,43,176
369,369,73,57,11,major,2,56,0,5,88,98
370,370,66,40,11,minor,3,72,0,11,47,107
371,371,66,57,5,minor,3,10,1,12,16,109
372,372,84,74,10,minor,7,10,0,34,72,109
373,373,53,81,-1,major,4,5,0,36,61,148
374,374,60,76,6,minor,5,17,0,19,52,158
375,375,74,73,5,minor,6,6,0,10,64,94
376,376,70,51,6,minor,4,35,0,10,40,96
377,377,80,67,5,minor,3,29,0,12,29,100
378,378,58,68,9,major,4,1,0,14,42,105
379,379,53,66,-1,major,3,38,0,9,32,125
380,380,56,63,6,minor,27,13,0,19,56,170
381,381,70,90,-1,major,6,17,0,41,84,115
382,382,64,89,8,major,9,0,0,15,25,122
383,383,88,80,10,minor,8,8,0,11,82,105
384,384,66,84,5,major,4,25,0,21,74,133
385,385,79,68,-1,major,4,7,0,26,60,100
386,386,82,45,3,minor,10,15,3,9,55,120
387,387,25,30,9,major,3,90,0,13,17,177
388,388,64,72,2,minor,5,15,0,9,31,142
389,389,57,84,4,minor,4,1,1,52,47,144
390,390,65,86,11,minor,10,9,0,19,80,120
391,391,92,51,2,major,6,55,0,15,73,135
392,392,81,78,11,major,4,38,0,12,82,107
393,393,82,74,7,major,7,10,0,33,62,105
394,394,44,77,6,minor,20,9,0,9,38,108
395,395,51,79,-1,minor,3,22,13,14,62,147
396,396,71,88,-1,major,4,16,0,44,34,115
397,397,70,64,5,major,32,23,0,8,57,174
398,398,68,71,10,minor,8,3,0,31,83,90
399,399,41,25,4,minor,4,84,1,14,9,141
400,400,68,49,5,major,4,56,0,8,50,82
401,401,47,43,5,major,3,62,0,32,25,92
402,402,77,80,8,minor,4,6,0,15,65,116
403,403,79,86,9,minor,11,4,0,8,59,124
404,404,71,89,10,minor,9,1,0,17,83,125
405,405,80,69,-1,major,10,2,0,27,71,90
406,406,46,64,1,major,34,31,0,7,34,83
407,407,79,79,11,minor,8,1,0,10,68,124
408,408,58,60,8,major,3,7,41,8,4,140
409,409,64,91,-1,major,4,15,0,72,61,154
410,410,74,70,3,minor,6,2,0,5,89,150
411,411,41,61,4,minor,5,2,0,12,9,186
412,412,40,48,8,minor,3,5,0,12,23,166
413,413,87,83,-1,major,9,0,4,31,20,107
414,414,87,52,7,major,24,31,0,28,52,87
415,415,40,64,8,major,7,21,0,7,39,82
416,416,46,28,9,minor,4,91,0,21,60,114
417,417,91,57,6,major,29,38,0,40,97,140
418,418,90,81,7,major,6,15,24,33,76,101
419,419,81,84,1,minor,6,5,23,6,6,140
420,420,49,66,7,minor,29,19,0,18,24,88
421,421,64,65,1,major,12,28,0,14,44,180
422,422,95,89,2,major,24,6,0,31,91,133
423,423,63,55,10,minor,6,72,0,6,20,108
424,424,39,43,5,minor,3,39,0,23,24,80
425,425,80,62,11,minor,46,3,6,11,46,75
426,426,67,64,6,minor,10,52,0,17,26,121
427,427,58,62,2,minor,8,18,0,20,17,140
428,428,81,90,11,minor,3,5,0,36,59,126
429,429,58,94,1,major,11,0,0,9,29,102
430,430,70,34,9,major,4,60,1,11,31,82
431,431,46,78,1,minor,6,23,0,72,53,121
432,432,70,83,6,minor,6,1,0,7,92,103
433,433,82,76,5,minor,9,9,0,12,88,108
434,434,65,47,5,minor,10,31,0,12,36,85
435,435,84,69,1,minor,5,1,0,5,70,125
436,436,69,39,2,major,6,41,0,13,40,120
437,437,58,57,-1,major,3,57,0,10,44,94
438,438,65,80,6,minor,5,22,4,7,49,130
439,439,74,74,4,major,4,2,0,29,51,110
440,440,34,63,7,major,4,16,0,7,33,150
441,441,74,65,11,minor,3,28,0,46,88,107
442,442,70,41,8,major,5,71,0,45,85,140
443,443,74,37,2,major,3,84,0,6,78,119
444,444,35,23,4,major,3,91,0,29,38,93
445,445,46,63,7,major,18,5,0,30,53,133
446,446,24,60,7,major,4,77,0,12,76,202
447,447,45,24,1,major,4,91,0,18,72,134
448,448,72,51,1,major,3,48,0,9,33,105
449,449,51,81,8,major,5,0,0,21,69,160
450,450,50,82,2,major,4,47,0,34,96,148
451,451,65,47,7,major,4,87,0,9,70,151
452,452,67,54,6,minor,4,51,0,9,88,162
453,453,53,77,2,major,3,40,0,32,84,92
454,454,65,65,1,major,7,44,18,21,35,152
455,455,71,26,9,minor,8,85,0,13,55,65
456,456,33,61,2,major,3,32,0,77,39,147
457,457,73,69,10,minor,9,53,0,32,71,150
458,458,67,36,-1,major,3,64,0,15,81,140
459,459,36,15,1,major,4,84,0,11,22,139
460,460,75,58,11,major,3,36,0,9,74,95
461,461,60,57,-1,major,3,0,2,27,23,115
462,462,62,43,6,major,5,84,3,11,59,125
463,463,60,20,-1,major,5,78,0,11,19,76
464,464,72,87,1,minor,3,14,0,13,91,101
465,465,51,66,7,minor,23,67,0,9,51,119
466,466,67,59,9,major,16,76,1,15,22,78
467,467,23,25,9,major,3,91,0,40,19,96
468,468,51,58,9,major,4,36,0,18,87,180
469,469,34,76,3,major,5,39,0,8,35,126
470,470,43,44,5,major,6,57,0,15,42,150
471,471,53,74,2,major,4,9,0,34,47,90
472,472,72,68,5,major,12,28,0,11,78,160
473,473,59,94,-1,major,4,24,0,10,60,114
474,474,73,32,7,major,5,77,0,15,72,113
475,475,67,72,-1,major,3,17,0,19,69,147
476,476,70,59,11,minor,3,3,0,10,92,100
477,477,49,77,8,major,9,3,0,12,42,155
478,478,54,39,7,minor,16,51,0,11,41,107
479,479,80,54,8,major,5,9,0,38,15,112
480,480,69,36,6,minor,4,81,0,8,96,107
481,481,47,68,8,major,38,24,0,22,33,81
482,482,79,46,1,major,7,5,0,11,77,150
483,483,66,32,9,major,4,69,0,12,19,110
484,484,64,40,7,major,6,6,0,10,4,108
485,485,89,74,4,minor,36,30,0,7,48,130
486,486,70,56,7,major,7,6,0,9,39,164
487,487,80,68,11,minor,4,2,0,66,42,114
488,488,63,88,5,major,4,1,0,12,93,93
489,489,87,69,1,minor,8,36,0,9,51,90
490,490,45,68,11,major,8,78,0,39,35,128
491,491,83,80,9,major,9,2,0,24,47,97
492,492,69,71,7,minor,8,79,0,7,94,152
493,493,51,34,8,major,5,73,0,10,94,175
494,494,61,55,2,major,8,67,0,16,48,116
495,495,33,59,5,minor,6,76,0,44,51,80
496,496,63,86,11,minor,39,26,0,21,34,93
497,497,70,54,4,major,5,30,0,37,42,122
498,498,70,79,7,major,10,3,0,7,91,122
499,499,70,58,9,minor,3,4,0,16,60,135
500,500,60,47,5,major,5,62,0,31,45,109
501,501,65,74,-1,minor,5,27,0,32,82,93
502,502,85,81,11,minor,9,2,5,7,64,125
503,503,58,45,-1,minor,8,36,0,11,83,206
504,504,76,77,7,major,3,1,0,13,44,130
505,505,80,51,7,minor,8,2,0,9,62,121
506,506,74,73,6,minor,5,0,0,21,35,123
507,507,67,67,11,minor,4,15,0,30,50,122
508,508,53,79,-1,major,3,0,0,8,50,143
509,509,70,77,10,minor,4,1,0,26,35,121
510,510,56,66,6,minor,18,28,0,11,68,166
511,511,41,64,1,major,3,36,0,60,27,135
512,512,49,59,4,minor,21,44,0,35,49,87
513,513,77,66,8,major,3,30,0,13,74,111
514,514,75,84,2,major,19,10,0,31,85,110
515,515,66,61,1,major,7,30,0,9,19,130
516,516,61,51,8,minor,15,30,0,38,76,179
517,517,74,73,5,minor,4,61,0,13,53,93
518,518,27,49,9,minor,5,62,0,49,10,78
519,519,65,58,2,major,31,2,0,4,37,180
520,520,28,41,9,minor,3,50,0,19,13,86
521,521,74,85,1,minor,22,1,0,5,55,88
522,522,68,78,1,major,5,4,0,7,72,97
523,523,71,80,11,minor,5,13,0,36,59,134
524,524,75,76,2,major,10,12,0,10,36,116
525,525,64,70,4,minor,8,9,0,9,14,170
526,526,83,55,1,minor,23,16,0,14,40,140
527,527,75,76,7,minor,4,3,0,9,46,118
528,528,31,24,-1,major,4,76,0,14,31,65
529,529,56,67,-1,minor,4,0,0,11,16,120
530,530,29,33,3,major,5,68,0,12,12,176
531,531,59,61,8,minor,36,84,0,46,69,180
532,532,59,43,10,major,7,76,0,10,21,144
533,533,82,61,6,minor,27,38,0,14,52,133
534,534,63,52,-1,major,3,28,0,9,21,93
535,535,77,62,10,major,3,34,0,23,25,122
536,536,53,73,1,major,5,9,0,3,55,88
537,537,70,44,5,minor,4,40,0,37,61,170
538,538,46,50,5,minor,11,71,0,10,55,94
539,539,65,47,10,major,16,12,0,13,46,170
540,540,79,70,4,minor,8,57,0,66,79,90
541,541,40,29,7,major,3,62,0,9,7,78
542,542,57,58,2,major,3,5,0,15,36,94
543,543,83,41,2,major,14,0,0,36,11,73
544,544,73,86,1,major,18,42,0,7,79,176
545,545,81,63,3,minor,4,40,1,10,57,128
546,546,58,60,8,major,6,44,9,5,44,120
547,547,63,62,2,major,4,6,0,35,85,82
548,548,77,47,2,major,3,2,0,9,40,95
549,549,44,94,-1,major,29,11,0,4,52,118
550,550,75,86,11,minor,3,8,0,14,93,123
551,551,63,68,-1,major,18,38,0,42,49,90
552,552,73,57,4,minor,5,40,0,11,14,110
553,553,66,82,1,minor,32,47,0,10,76,96
554,554,56,55,2,minor,11,35,0,23,58,88
555,555,73,85,9,minor,5,17,0,24,60,98
556,556,72,68,-1,minor,4,0,0,14,67,110
557,557,70,49,-1,major,8,19,0,12,57,80
558,558,86,53,1,minor,6,43,0,11,31,110
559,559,79,36,8,major,11,0,0,6,70,110
560,560,77,42,1,minor,19,1,1,13,49,78
561,561,83,62,8,major,6,2,0,8,44,129
562,562,44,60,9,major,9,61,0,42,22,181
563,563,75,77,6,minor,10,1,0,9,74,114
564,564,74,65,2,major,35,5,1,11,39,144
565,565,66,68,2,major,4,9,0,12,18,101
